Election Year,County,Race,Gender,Voted,Registered
11/1/2016,BAKER,WHITE,UNKNOWN,0,0
11/1/2018,MONROE,NATIVE-AM,MALE,5,11
11/1/2018,MITCHELL,BLACK,MALE,989,2324
11/1/2016,PIKE,ASIA-PI,MALE,6,9
11/1/2016,CALHOUN,ASIA-PI,UNKNOWN,0,0
11/1/2016,WARREN,BLACK,MALE,427,891
11/1/2016,GRADY,UNKNOWN,MALE,148,349
11/1/2016,FRANKLIN,HISP-LT,FEMALE,25,49
11/1/2018,TELFAIR,ASIA-PI,MALE,3,10
11/1/2016,BARTOW,NATIVE-AM,UNKNOWN,0,0
11/1/2016,BANKS,ASIA-PI,FEMALE,17,44
11/1/2016,LUMPKIN,ASIA-PI,MALE,16,31
11/1/2016,CARROLL,BLACK,UNKNOWN,6,9
11/1/2016,MERIWETHER,UNKNOWN,UNKNOWN,0,3
11/1/2018,GLASCOCK,BLACK,FEMALE,43,69
11/1/2018,BULLOCH,ASIA-PI,MALE,50,147
11/1/2016,DAWSON,UNKNOWN,MALE,307,531
11/1/2016,TURNER,HISP-LT,FEMALE,8,23
11/1/2016,ROCKDALE,HISP-LT,MALE,262,542
11/1/2016,CANDLER,BLACK,UNKNOWN,0,0
11/1/2016,POLK,UNKNOWN,UNKNOWN,2,6
11/1/2018,PEACH,OTHER,FEMALE,28,59
11/1/2016,DECATUR,HISP-LT,FEMALE,51,114
11/1/2018,MACON,UNKNOWN,UNKNOWN,1,2
11/1/2016,PUTNAM,HISP-LT,UNKNOWN,0,0
11/1/2016,SCHLEY,HISP-LT,FEMALE,5,13
11/1/2016,DODGE,NATIVE-AM,MALE,2,2
11/1/2016,TELFAIR,HISP-LT,MALE,3,19
11/1/2016,EVANS,BLACK,UNKNOWN,0,0
11/1/2016,FULTON,WHITE,UNKNOWN,181,289
11/1/2016,FULTON,NATIVE-AM,MALE,123,269
11/1/2018,CLARKE,UNKNOWN,MALE,1675,5024
11/1/2018,WARE,HISP-LT,MALE,29,81
11/1/2018,HENRY,BLACK,FEMALE,26958,39810
11/1/2016,ELBERT,OTHER,FEMALE,9,19
11/1/2018,THOMAS,WHITE,UNKNOWN,8,17
11/1/2016,PAULDING,BLACK,MALE,3907,6879
11/1/2018,ECHOLS,HISP-LT,FEMALE,21,73
11/1/2018,BARROW,ASIA-PI,UNKNOWN,1,1
11/1/2016,UNION,ASIA-PI,FEMALE,24,36
11/1/2016,WARE,HISP-LT,FEMALE,42,80
11/1/2018,WARREN,ASIA-PI,UNKNOWN,0,0
11/1/2018,JONES,HISP-LT,UNKNOWN,0,0
11/1/2016,CANDLER,WHITE,UNKNOWN,1,2
11/1/2016,GRADY,UNKNOWN,UNKNOWN,0,0
11/1/2016,TIFT,OTHER,MALE,29,63
11/1/2016,GLASCOCK,ASIA-PI,UNKNOWN,0,0
11/1/2016,MUSCOGEE,WHITE,FEMALE,18131,30985
11/1/2018,LAURENS,BLACK,UNKNOWN,2,6
11/1/2016,CLARKE,HISP-LT,UNKNOWN,3,8
11/1/2016,WARE,WHITE,FEMALE,4996,7359
11/1/2016,DODGE,UNKNOWN,FEMALE,71,148
11/1/2016,JENKINS,BLACK,FEMALE,657,1160
11/1/2016,HOUSTON,ASIA-PI,UNKNOWN,0,2
11/1/2016,CHATTAHOOCHEE,OTHER,FEMALE,9,41
11/1/2016,BANKS,HISP-LT,UNKNOWN,0,0
11/1/2016,DOUGLAS,HISP-LT,UNKNOWN,2,3
11/1/2016,WILCOX,WHITE,MALE,1042,1492
11/1/2016,SCHLEY,ASIA-PI,UNKNOWN,0,0
11/1/2018,PIERCE,NATIVE-AM,UNKNOWN,0,1
11/1/2016,WARE,BLACK,MALE,868,2040
11/1/2018,MCINTOSH,NATIVE-AM,FEMALE,1,3
11/1/2018,CRAWFORD,OTHER,FEMALE,6,23
11/1/2016,STEWART,UNKNOWN,MALE,20,34
11/1/2018,DAWSON,ASIA-PI,MALE,13,41
11/1/2018,COLUMBIA,BLACK,UNKNOWN,7,21
11/1/2016,MURRAY,UNKNOWN,UNKNOWN,2,2
11/1/2016,BULLOCH,WHITE,UNKNOWN,10,14
11/1/2018,HEARD,BLACK,MALE,139,314
11/1/2018,OGLETHORPE,HISP-LT,UNKNOWN,0,1
11/1/2016,HOUSTON,BLACK,MALE,5954,11703
11/1/2018,CRISP,UNKNOWN,UNKNOWN,0,4
11/1/2018,PICKENS,WHITE,UNKNOWN,0,0
11/1/2018,EFFINGHAM,HISP-LT,MALE,132,301
11/1/2016,CLAYTON,OTHER,FEMALE,723,1526
11/1/2018,MCDUFFIE,UNKNOWN,FEMALE,152,430
11/1/2018,SPALDING,NATIVE-AM,FEMALE,6,25
11/1/2016,FAYETTE,HISP-LT,MALE,470,768
11/1/2016,LAMAR,NATIVE-AM,MALE,0,0
11/1/2018,LAURENS,BLACK,FEMALE,3575,5997
11/1/2018,BURKE,OTHER,FEMALE,20,42
11/1/2016,BARROW,ASIA-PI,FEMALE,157,463
11/1/2018,JONES,HISP-LT,FEMALE,33,64
11/1/2016,MURRAY,UNKNOWN,FEMALE,393,786
11/1/2018,LOWNDES,NATIVE-AM,MALE,23,76
11/1/2018,COOK,NATIVE-AM,UNKNOWN,0,0
11/1/2016,DODGE,NATIVE-AM,UNKNOWN,0,0
11/1/2018,WHEELER,HISP-LT,FEMALE,3,12
11/1/2018,FORSYTH,WHITE,MALE,30216,47679
11/1/2016,MILLER,OTHER,UNKNOWN,0,0
11/1/2018,ROCKDALE,NATIVE-AM,UNKNOWN,0,0
11/1/2016,MILLER,ASIA-PI,FEMALE,1,3
11/1/2016,APPLING,BLACK,UNKNOWN,0,0
11/1/2018,HEARD,UNKNOWN,MALE,65,246
11/1/2016,WEBSTER,ASIA-PI,FEMALE,0,0
11/1/2016,ECHOLS,NATIVE-AM,FEMALE,0,1
11/1/2018,BUTTS,BLACK,FEMALE,1172,1959
11/1/2018,SCREVEN,UNKNOWN,FEMALE,81,308
11/1/2016,JENKINS,OTHER,FEMALE,2,6
11/1/2018,HART,OTHER,FEMALE,8,18
11/1/2018,CLAY,OTHER,UNKNOWN,0,0
11/1/2016,THOMAS,OTHER,FEMALE,43,88
11/1/2018,HANCOCK,UNKNOWN,FEMALE,65,131
11/1/2016,BERRIEN,NATIVE-AM,FEMALE,2,7
11/1/2018,LUMPKIN,HISP-LT,FEMALE,79,165
11/1/2018,ECHOLS,UNKNOWN,FEMALE,16,46
11/1/2018,DECATUR,BLACK,MALE,1014,2410
11/1/2016,CRISP,UNKNOWN,MALE,61,136
11/1/2018,HARALSON,HISP-LT,FEMALE,20,40
11/1/2016,TREUTLEN,HISP-LT,UNKNOWN,0,0
11/1/2016,SCREVEN,NATIVE-AM,UNKNOWN,0,0
11/1/2018,POLK,BLACK,UNKNOWN,1,3
11/1/2016,PICKENS,ASIA-PI,MALE,19,33
11/1/2016,MUSCOGEE,NATIVE-AM,FEMALE,28,82
11/1/2018,COFFEE,BLACK,UNKNOWN,0,5
11/1/2016,LEE,WHITE,UNKNOWN,2,15
11/1/2018,PAULDING,BLACK,FEMALE,7283,11217
11/1/2016,SUMTER,UNKNOWN,FEMALE,97,206
11/1/2018,POLK,NATIVE-AM,MALE,2,5
11/1/2016,EFFINGHAM,NATIVE-AM,UNKNOWN,0,0
11/1/2018,LAMAR,ASIA-PI,UNKNOWN,0,0
11/1/2016,WORTH,UNKNOWN,UNKNOWN,3,4
11/1/2016,BANKS,OTHER,UNKNOWN,0,0
11/1/2016,BIBB,OTHER,UNKNOWN,0,1
11/1/2018,LONG,NATIVE-AM,FEMALE,6,13
11/1/2016,SEMINOLE,WHITE,FEMALE,1345,2047
11/1/2018,LINCOLN,OTHER,MALE,2,7
11/1/2016,TERRELL,OTHER,MALE,9,15
11/1/2016,TALIAFERRO,OTHER,UNKNOWN,0,0
11/1/2016,WALTON,UNKNOWN,UNKNOWN,10,16
11/1/2016,LOWNDES,OTHER,UNKNOWN,0,3
11/1/2018,BROOKS,ASIA-PI,UNKNOWN,0,0
11/1/2016,POLK,BLACK,MALE,480,1069
11/1/2016,BEN HILL,ASIA-PI,FEMALE,13,23
11/1/2016,LANIER,HISP-LT,FEMALE,13,41
11/1/2016,FANNIN,ASIA-PI,MALE,5,12
11/1/2016,BACON,OTHER,UNKNOWN,0,0
11/1/2016,MACON,ASIA-PI,FEMALE,11,26
11/1/2018,HARRIS,UNKNOWN,UNKNOWN,5,8
11/1/2018,BARTOW,BLACK,MALE,1227,2837
11/1/2016,LEE,BLACK,MALE,874,1562
11/1/2016,LANIER,BLACK,UNKNOWN,0,0
11/1/2016,HENRY,NATIVE-AM,MALE,14,31
11/1/2016,LANIER,HISP-LT,MALE,9,23
11/1/2018,DOOLY,OTHER,FEMALE,4,8
11/1/2016,HARALSON,NATIVE-AM,MALE,3,7
11/1/2016,OGLETHORPE,OTHER,UNKNOWN,0,0
11/1/2018,MACON,OTHER,UNKNOWN,0,0
11/1/2016,WORTH,WHITE,UNKNOWN,2,3
11/1/2016,JEFF DAVIS,BLACK,UNKNOWN,0,0
11/1/2016,DEKALB,BLACK,MALE,58189,119730
11/1/2016,MADISON,ASIA-PI,MALE,18,36
11/1/2016,JENKINS,HISP-LT,MALE,2,9
11/1/2016,JEFFERSON,WHITE,UNKNOWN,1,1
11/1/2018,TURNER,ASIA-PI,UNKNOWN,0,0
11/1/2016,FANNIN,BLACK,UNKNOWN,0,0
11/1/2016,ECHOLS,NATIVE-AM,UNKNOWN,0,0
11/1/2016,HANCOCK,BLACK,FEMALE,1603,2463
11/1/2018,LANIER,HISP-LT,FEMALE,17,64
11/1/2016,RABUN,UNKNOWN,MALE,152,241
11/1/2016,GILMER,HISP-LT,MALE,71,160
11/1/2018,PIERCE,HISP-LT,MALE,9,30
11/1/2018,POLK,HISP-LT,UNKNOWN,1,1
11/1/2016,RANDOLPH,HISP-LT,FEMALE,1,3
11/1/2018,FRANKLIN,WHITE,MALE,3581,5657
11/1/2018,CHATHAM,ASIA-PI,UNKNOWN,2,6
11/1/2018,MONTGOMERY,ASIA-PI,FEMALE,2,8
11/1/2016,CHEROKEE,NATIVE-AM,FEMALE,32,63
11/1/2016,HOUSTON,NATIVE-AM,MALE,20,34
11/1/2016,WHITFIELD,HISP-LT,FEMALE,1669,2825
11/1/2016,JACKSON,HISP-LT,UNKNOWN,1,1
11/1/2018,JONES,NATIVE-AM,UNKNOWN,0,0
11/1/2018,DOUGLAS,UNKNOWN,MALE,1707,4656
11/1/2016,WALKER,UNKNOWN,FEMALE,1181,2257
11/1/2018,RICHMOND,ASIA-PI,MALE,201,537
11/1/2016,BARROW,WHITE,FEMALE,12470,18095
11/1/2018,CHATTAHOOCHEE,UNKNOWN,FEMALE,25,224
11/1/2016,SUMTER,UNKNOWN,MALE,92,230
11/1/2018,BLECKLEY,BLACK,FEMALE,518,884
11/1/2018,BRANTLEY,HISP-LT,FEMALE,7,30
11/1/2018,MERIWETHER,OTHER,UNKNOWN,0,0
11/1/2016,JENKINS,OTHER,UNKNOWN,0,0
11/1/2016,CLAY,WHITE,MALE,310,388
11/1/2016,SCHLEY,WHITE,FEMALE,805,1116
11/1/2018,GRADY,ASIA-PI,MALE,7,29
11/1/2018,EMANUEL,BLACK,FEMALE,1322,2431
11/1/2018,OCONEE,NATIVE-AM,UNKNOWN,0,0
11/1/2016,LOWNDES,UNKNOWN,MALE,636,1809
11/1/2018,PAULDING,HISP-LT,FEMALE,732,1662
11/1/2016,HEARD,ASIA-PI,UNKNOWN,0,0
11/1/2018,BEN HILL,WHITE,FEMALE,1920,3116
11/1/2018,EFFINGHAM,ASIA-PI,UNKNOWN,0,2
11/1/2018,CATOOSA,UNKNOWN,UNKNOWN,9,21
11/1/2016,CHEROKEE,WHITE,UNKNOWN,37,47
11/1/2018,BARTOW,ASIA-PI,MALE,57,183
11/1/2016,SUMTER,WHITE,MALE,2759,3952
11/1/2016,CHATHAM,BLACK,UNKNOWN,18,53
11/1/2018,WARREN,WHITE,MALE,504,677
11/1/2018,HABERSHAM,NATIVE-AM,FEMALE,4,17
11/1/2018,ROCKDALE,ASIA-PI,MALE,129,312
11/1/2018,DOOLY,BLACK,MALE,581,1187
11/1/2016,JEFFERSON,OTHER,MALE,5,11
11/1/2016,CRISP,NATIVE-AM,FEMALE,1,1
11/1/2018,CHATTAHOOCHEE,ASIA-PI,UNKNOWN,0,0
11/1/2018,TIFT,NATIVE-AM,UNKNOWN,0,0
11/1/2016,BUTTS,BLACK,UNKNOWN,2,4
11/1/2018,COBB,WHITE,UNKNOWN,103,201
11/1/2016,GORDON,OTHER,FEMALE,21,56
11/1/2018,ATKINSON,HISP-LT,MALE,32,115
11/1/2016,GLASCOCK,WHITE,MALE,604,824
11/1/2018,STEPHENS,OTHER,FEMALE,21,59
11/1/2018,ECHOLS,HISP-LT,MALE,11,62
11/1/2016,RABUN,WHITE,MALE,3572,5111
11/1/2016,FORSYTH,OTHER,FEMALE,479,738
11/1/2016,LOWNDES,HISP-LT,UNKNOWN,0,0
11/1/2016,WARREN,HISP-LT,UNKNOWN,0,0
11/1/2016,STEPHENS,OTHER,MALE,9,32
11/1/2018,EARLY,BLACK,FEMALE,1150,2194
11/1/2016,OGLETHORPE,WHITE,UNKNOWN,3,3
11/1/2016,FANNIN,UNKNOWN,MALE,197,339
11/1/2018,THOMAS,BLACK,FEMALE,3338,5697
11/1/2016,PULASKI,UNKNOWN,UNKNOWN,0,0
11/1/2018,LIBERTY,HISP-LT,MALE,226,906
11/1/2018,GLYNN,WHITE,UNKNOWN,22,36
11/1/2016,THOMAS,OTHER,MALE,24,65
11/1/2018,GILMER,BLACK,FEMALE,15,25
11/1/2018,EARLY,WHITE,MALE,1123,1683
11/1/2016,FRANKLIN,NATIVE-AM,MALE,2,3
11/1/2018,BRYAN,WHITE,MALE,5357,9498
11/1/2018,CALHOUN,OTHER,FEMALE,1,2
11/1/2016,BRYAN,HISP-LT,UNKNOWN,0,1
11/1/2016,SEMINOLE,ASIA-PI,MALE,4,7
11/1/2016,WAYNE,WHITE,FEMALE,4489,6768
11/1/2018,BAKER,WHITE,UNKNOWN,0,0
11/1/2018,FRANKLIN,ASIA-PI,MALE,11,34
11/1/2016,JONES,ASIA-PI,MALE,12,29
11/1/2018,ROCKDALE,WHITE,FEMALE,6516,10793
11/1/2018,SCREVEN,NATIVE-AM,FEMALE,3,6
11/1/2018,BARROW,UNKNOWN,MALE,906,2806
11/1/2016,CHATTAHOOCHEE,OTHER,MALE,2,46
11/1/2018,CLAY,BLACK,UNKNOWN,0,0
11/1/2018,DODGE,HISP-LT,MALE,10,30
11/1/2018,WARE,UNKNOWN,FEMALE,146,637
11/1/2016,BALDWIN,BLACK,MALE,2225,4160
11/1/2016,WASHINGTON,OTHER,MALE,8,19
11/1/2016,FLOYD,UNKNOWN,FEMALE,888,1826
11/1/2018,JEFFERSON,HISP-LT,FEMALE,9,17
11/1/2016,LAURENS,HISP-LT,UNKNOWN,0,0
11/1/2018,BARROW,BLACK,UNKNOWN,4,6
11/1/2016,JEFF DAVIS,OTHER,FEMALE,8,19
11/1/2018,LIBERTY,UNKNOWN,MALE,486,2481
11/1/2016,ECHOLS,WHITE,FEMALE,570,842
11/1/2018,BLECKLEY,HISP-LT,MALE,10,18
11/1/2018,CLAY,WHITE,FEMALE,291,417
11/1/2018,UNION,UNKNOWN,UNKNOWN,5,5
11/1/2018,STEPHENS,ASIA-PI,FEMALE,23,43
11/1/2018,CANDLER,UNKNOWN,FEMALE,80,284
11/1/2018,CHATTAHOOCHEE,BLACK,UNKNOWN,0,1
11/1/2016,DOUGHERTY,OTHER,UNKNOWN,0,6
11/1/2016,UPSON,ASIA-PI,UNKNOWN,0,0
11/1/2016,DOUGLAS,HISP-LT,MALE,524,989
11/1/2018,JENKINS,BLACK,FEMALE,589,1072
11/1/2018,APPLING,BLACK,MALE,385,896
11/1/2016,WEBSTER,NATIVE-AM,UNKNOWN,0,0
11/1/2016,EVANS,WHITE,MALE,1210,1669
11/1/2016,EMANUEL,ASIA-PI,MALE,9,17
11/1/2018,LONG,ASIA-PI,MALE,13,28
11/1/2018,GRADY,NATIVE-AM,FEMALE,5,9
11/1/2018,DOUGHERTY,UNKNOWN,FEMALE,618,2211
11/1/2018,WEBSTER,HISP-LT,MALE,2,3
11/1/2018,JACKSON,UNKNOWN,MALE,736,2392
11/1/2016,JOHNSON,WHITE,UNKNOWN,0,1
11/1/2016,CRISP,OTHER,MALE,6,26
11/1/2016,PEACH,UNKNOWN,UNKNOWN,4,6
11/1/2018,CRAWFORD,ASIA-PI,MALE,3,12
11/1/2016,JOHNSON,NATIVE-AM,MALE,0,0
11/1/2016,CLARKE,NATIVE-AM,MALE,13,18
11/1/2016,LANIER,WHITE,MALE,975,1623
11/1/2016,EFFINGHAM,OTHER,FEMALE,51,107
11/1/2016,TERRELL,UNKNOWN,FEMALE,67,103
11/1/2018,CLAY,OTHER,FEMALE,1,2
11/1/2016,DODGE,WHITE,UNKNOWN,3,3
11/1/2016,APPLING,NATIVE-AM,FEMALE,0,0
11/1/2016,PIKE,BLACK,UNKNOWN,0,0
11/1/2016,EARLY,UNKNOWN,UNKNOWN,0,0
11/1/2016,GLASCOCK,BLACK,FEMALE,46,67
11/1/2016,JEFF DAVIS,ASIA-PI,UNKNOWN,0,0
11/1/2018,BULLOCH,BLACK,MALE,1742,4359
11/1/2018,GLASCOCK,NATIVE-AM,MALE,0,0
11/1/2018,JENKINS,ASIA-PI,UNKNOWN,0,1
11/1/2018,HABERSHAM,UNKNOWN,FEMALE,364,1011
11/1/2016,LANIER,ASIA-PI,FEMALE,9,16
11/1/2016,ECHOLS,OTHER,UNKNOWN,0,0
11/1/2018,HOUSTON,BLACK,FEMALE,11089,17603
11/1/2018,UPSON,BLACK,UNKNOWN,3,5
11/1/2016,HEARD,UNKNOWN,FEMALE,38,95
11/1/2018,WARE,OTHER,FEMALE,22,69
11/1/2016,WASHINGTON,OTHER,UNKNOWN,0,0
11/1/2016,WAYNE,WHITE,MALE,3951,5801
11/1/2018,BERRIEN,UNKNOWN,FEMALE,87,216
11/1/2018,DEKALB,BLACK,FEMALE,97500,161377
11/1/2016,WHEELER,BLACK,MALE,207,362
11/1/2018,GLYNN,BLACK,MALE,2001,5154
11/1/2018,HART,UNKNOWN,FEMALE,199,437
11/1/2016,CLARKE,HISP-LT,FEMALE,688,1121
11/1/2016,POLK,ASIA-PI,FEMALE,19,31
11/1/2018,MONROE,OTHER,UNKNOWN,0,0
11/1/2016,LIBERTY,WHITE,UNKNOWN,4,3
11/1/2016,JEFFERSON,UNKNOWN,UNKNOWN,3,4
11/1/2018,CHATHAM,WHITE,UNKNOWN,50,98
11/1/2018,BAKER,BLACK,MALE,175,420
11/1/2016,WALTON,OTHER,MALE,91,194
11/1/2016,TALIAFERRO,HISP-LT,UNKNOWN,0,0
11/1/2018,EMANUEL,ASIA-PI,MALE,9,16
11/1/2016,WARREN,OTHER,MALE,5,10
11/1/2016,IRWIN,BLACK,MALE,240,551
11/1/2018,RABUN,OTHER,MALE,16,29
11/1/2016,SCHLEY,OTHER,UNKNOWN,0,0
11/1/2018,EVANS,WHITE,MALE,1153,1690
11/1/2018,ECHOLS,WHITE,UNKNOWN,1,1
11/1/2018,LANIER,NATIVE-AM,FEMALE,2,6
11/1/2018,WILKINSON,WHITE,UNKNOWN,0,0
11/1/2018,JASPER,NATIVE-AM,MALE,0,1
11/1/2016,LEE,UNKNOWN,UNKNOWN,3,13
11/1/2018,CATOOSA,BLACK,MALE,172,390
11/1/2018,BALDWIN,UNKNOWN,FEMALE,169,477
11/1/2018,TWIGGS,WHITE,UNKNOWN,0,1
11/1/2018,CHEROKEE,OTHER,UNKNOWN,3,4
11/1/2018,LUMPKIN,HISP-LT,UNKNOWN,0,1
11/1/2016,MURRAY,ASIA-PI,UNKNOWN,0,0
11/1/2018,BURKE,OTHER,MALE,19,33
11/1/2018,COWETA,OTHER,UNKNOWN,2,4
11/1/2016,UNION,BLACK,UNKNOWN,0,0
11/1/2018,MACON,BLACK,FEMALE,1557,2423
11/1/2018,BLECKLEY,ASIA-PI,UNKNOWN,0,0
11/1/2018,WILKINSON,NATIVE-AM,MALE,0,1
11/1/2016,GLYNN,HISP-LT,MALE,148,359
11/1/2018,COOK,OTHER,UNKNOWN,0,0
11/1/2018,MERIWETHER,HISP-LT,FEMALE,20,41
11/1/2016,ECHOLS,UNKNOWN,UNKNOWN,0,0
11/1/2016,LAURENS,BLACK,MALE,1989,3848
11/1/2016,HEARD,WHITE,MALE,1800,2755
11/1/2016,GREENE,HISP-LT,FEMALE,26,48
11/1/2018,FULTON,UNKNOWN,UNKNOWN,442,1227
11/1/2018,HENRY,UNKNOWN,FEMALE,4471,8418
11/1/2016,GLASCOCK,HISP-LT,UNKNOWN,0,0
11/1/2018,APPLING,HISP-LT,FEMALE,39,100
11/1/2016,UPSON,HISP-LT,MALE,9,29
11/1/2018,BEN HILL,BLACK,MALE,560,1328
11/1/2018,SCHLEY,ASIA-PI,MALE,0,5
11/1/2016,SUMTER,NATIVE-AM,UNKNOWN,0,0
11/1/2016,WILKES,NATIVE-AM,MALE,1,2
11/1/2016,DODGE,ASIA-PI,UNKNOWN,0,0
11/1/2016,TIFT,UNKNOWN,FEMALE,164,352
11/1/2016,MUSCOGEE,WHITE,MALE,14566,25454
11/1/2016,JEFF DAVIS,WHITE,FEMALE,2342,3563
11/1/2018,BACON,NATIVE-AM,UNKNOWN,0,0
11/1/2018,LIBERTY,ASIA-PI,MALE,62,235
11/1/2016,GILMER,OTHER,UNKNOWN,0,1
11/1/2016,FANNIN,OTHER,MALE,15,28
11/1/2018,RANDOLPH,WHITE,UNKNOWN,0,0
11/1/2016,MORGAN,ASIA-PI,MALE,9,20
11/1/2018,UPSON,OTHER,MALE,18,36
11/1/2018,TALIAFERRO,UNKNOWN,UNKNOWN,1,1
11/1/2016,SPALDING,NATIVE-AM,UNKNOWN,1,1
11/1/2016,HARALSON,UNKNOWN,MALE,208,401
11/1/2016,ATKINSON,OTHER,FEMALE,1,4
11/1/2016,WILKINSON,OTHER,UNKNOWN,0,0
11/1/2018,CHATHAM,BLACK,MALE,13628,33053
11/1/2016,TALIAFERRO,HISP-LT,MALE,2,4
11/1/2016,JACKSON,OTHER,UNKNOWN,0,0
11/1/2016,CAMDEN,BLACK,FEMALE,1946,3456
11/1/2016,TOWNS,ASIA-PI,FEMALE,7,16
11/1/2018,EVANS,NATIVE-AM,MALE,2,3
11/1/2016,DOUGHERTY,BLACK,UNKNOWN,40,466
11/1/2016,LUMPKIN,WHITE,FEMALE,6185,9032
11/1/2018,LAMAR,NATIVE-AM,UNKNOWN,0,0
11/1/2016,HANCOCK,BLACK,UNKNOWN,0,0
11/1/2016,BULLOCH,OTHER,UNKNOWN,0,0
11/1/2018,MACON,NATIVE-AM,UNKNOWN,0,0
11/1/2016,MADISON,UNKNOWN,FEMALE,329,584
11/1/2018,TOWNS,BLACK,FEMALE,10,32
11/1/2016,PAULDING,HISP-LT,UNKNOWN,1,1
11/1/2018,TATTNALL,NATIVE-AM,FEMALE,3,6
11/1/2018,CAMDEN,HISP-LT,MALE,98,314
11/1/2016,BAKER,BLACK,MALE,225,425
11/1/2018,ROCKDALE,WHITE,MALE,5843,9704
11/1/2016,CATOOSA,OTHER,UNKNOWN,0,0
11/1/2016,OCONEE,NATIVE-AM,UNKNOWN,0,0
11/1/2016,MARION,BLACK,MALE,368,722
11/1/2016,SCHLEY,HISP-LT,UNKNOWN,0,0
11/1/2018,COFFEE,UNKNOWN,UNKNOWN,6,11
11/1/2016,BRANTLEY,HISP-LT,FEMALE,8,24
11/1/2016,WALTON,NATIVE-AM,MALE,6,11
11/1/2018,WORTH,WHITE,MALE,2885,4440
11/1/2016,MURRAY,BLACK,FEMALE,20,48
11/1/2018,COOK,UNKNOWN,FEMALE,57,141
11/1/2018,TALBOT,BLACK,MALE,609,1071
11/1/2016,TOWNS,OTHER,FEMALE,4,6
11/1/2018,OGLETHORPE,OTHER,UNKNOWN,0,0
11/1/2016,GILMER,BLACK,MALE,15,27
11/1/2016,CANDLER,ASIA-PI,MALE,4,11
11/1/2018,CHATHAM,UNKNOWN,MALE,2519,8473
11/1/2018,CHATTOOGA,HISP-LT,UNKNOWN,0,0
11/1/2018,TREUTLEN,WHITE,FEMALE,952,1450
11/1/2018,LANIER,NATIVE-AM,UNKNOWN,0,0
11/1/2018,TATTNALL,NATIVE-AM,MALE,2,4
11/1/2016,BARTOW,HISP-LT,MALE,317,665
11/1/2018,PICKENS,HISP-LT,UNKNOWN,0,0
11/1/2018,LIBERTY,UNKNOWN,UNKNOWN,3,10
11/1/2018,MCINTOSH,ASIA-PI,MALE,2,17
11/1/2016,HEARD,HISP-LT,FEMALE,10,19
11/1/2018,CLAY,ASIA-PI,FEMALE,2,3
11/1/2016,LUMPKIN,NATIVE-AM,FEMALE,18,23
11/1/2016,CHATHAM,UNKNOWN,UNKNOWN,77,212
11/1/2018,QUITMAN,HISP-LT,FEMALE,2,4
11/1/2016,HEARD,UNKNOWN,UNKNOWN,0,1
11/1/2018,TIFT,ASIA-PI,FEMALE,29,95
11/1/2016,WILCOX,BLACK,FEMALE,496,801
11/1/2018,RABUN,NATIVE-AM,UNKNOWN,0,0
11/1/2018,FORSYTH,UNKNOWN,FEMALE,9532,16664
11/1/2016,RICHMOND,HISP-LT,FEMALE,453,1025
11/1/2016,PEACH,WHITE,FEMALE,3082,4428
11/1/2018,WHEELER,NATIVE-AM,UNKNOWN,0,0
11/1/2018,QUITMAN,UNKNOWN,FEMALE,11,27
11/1/2016,MACON,NATIVE-AM,MALE,0,0
11/1/2016,CLARKE,OTHER,FEMALE,324,572
11/1/2016,EARLY,OTHER,MALE,1,5
11/1/2018,GLASCOCK,UNKNOWN,UNKNOWN,0,0
11/1/2016,WILKES,ASIA-PI,FEMALE,6,9
11/1/2016,BAKER,UNKNOWN,MALE,8,16
11/1/2016,HALL,NATIVE-AM,MALE,23,43
11/1/2018,HABERSHAM,NATIVE-AM,MALE,6,9
11/1/2018,DADE,WHITE,FEMALE,2581,4865
11/1/2016,HART,UNKNOWN,UNKNOWN,2,3
11/1/2018,CRISP,ASIA-PI,UNKNOWN,0,0
11/1/2018,BRYAN,OTHER,FEMALE,83,164
11/1/2016,LAMAR,WHITE,MALE,2564,3748
11/1/2018,COOK,ASIA-PI,FEMALE,5,24
11/1/2016,HENRY,OTHER,UNKNOWN,1,3
11/1/2018,CLINCH,BLACK,MALE,171,490
11/1/2018,COLQUITT,ASIA-PI,MALE,16,50
11/1/2018,BRANTLEY,WHITE,UNKNOWN,0,3
11/1/2018,MONTGOMERY,WHITE,UNKNOWN,1,2
11/1/2016,BIBB,NATIVE-AM,UNKNOWN,0,0
11/1/2016,PULASKI,WHITE,MALE,1275,1832
11/1/2016,BARTOW,WHITE,MALE,15321,23762
11/1/2016,TATTNALL,HISP-LT,UNKNOWN,0,0
11/1/2018,QUITMAN,UNKNOWN,MALE,15,45
11/1/2016,TALIAFERRO,ASIA-PI,UNKNOWN,0,0
11/1/2018,BULLOCH,ASIA-PI,UNKNOWN,0,0
11/1/2018,LAMAR,WHITE,MALE,2514,3795
11/1/2018,CHATTOOGA,WHITE,FEMALE,3355,5976
11/1/2018,GORDON,NATIVE-AM,FEMALE,7,22
11/1/2016,SUMTER,NATIVE-AM,FEMALE,0,1
11/1/2018,PULASKI,UNKNOWN,FEMALE,45,106
11/1/2016,WALTON,BLACK,UNKNOWN,1,3
11/1/2018,CLARKE,UNKNOWN,FEMALE,2037,4834
11/1/2018,HART,HISP-LT,FEMALE,19,48
11/1/2016,BURKE,NATIVE-AM,MALE,3,8
11/1/2016,BUTTS,UNKNOWN,MALE,287,594
